Example SIR
N= 1000
b= 1e-04
y= 0.05
dt= 1
maxReps= 1000
T,S,I,R
244,211.893787749216,16.9222613413041,771.183950909481
245,211.535215543927,16.434720479528,772.030063976546
246,211.187563330023,15.9606366694557,772.851800000522
247,210.850494533281,15.4996736327248,773.649831833995
248,210.523683148224,15.051501336145,774.424815515631
249,210.206813398405,14.6157960191573,775.177390582439
250,209.899579407758,14.1922402088462,775.908180383396
251,209.601684882689,13.780522723473,776.617792393839
252,209.312842804549,13.3803386654398,777.306818530012
253,209.032775132173,12.9913894045429,777.975835463284
254,208.761212514168,12.6133825523211,778.625404933512
255,208.497894010615,12.2460319282578,779.256074061128
256,208.242566823912,11.8890575185478,779.86837565754
257,207.994986038434,11.5421854280984,780.462828533468
258,207.754914368737,11.2051478263905,781.039937804873
259,207.522121916021,10.877682887787,781.600195196192
260,207.296385932581,10.559534726838,782.144079340582
261,207.077490593981,10.2504533290964,782.672056076923
262,206.865226778697,9.95019447792559,783.184578743378
263,206.65939185498,9.65851967774613,783.682088467275
264,206.459789474698,9.37519607414107,784.165014451162
265,206.266229373923,9.09999637120913,784.633774254869
266,206.078527180042,8.83269874652924,785.088774073429
267,205.896504225171,8.57308676407376,785.530409010756
268,205.719987365657,8.32094928538425,785.95906334896
269,205.548808807471,8.07608037930099,786.375110813229
270,205.382805937291,7.83827923051581,786.778914832194
271,205.221821159083,7.60735004719836,787.17082879372
272,205.065701735995,7.38310196792651,787.55119629608
273,204.91429963739,7.16534896813431,787.920351394476
274,204.767471390844,6.95390976627387,788.278618842883
275,204.625077938932,6.74860772987217,788.626314331196
276,204.486984500662,6.549270781649,788.96374471769
277,204.35306043738,6.35573130584832,789.291208256773
278,204.223179123013,6.16782605492268,789.608994822065
279,204.097217818492,5.98539605669795,789.917386124811
280,203.97505755022,5.80828652213444,790.216655927646
281,203.856582992458,5.63634675378977,790.507070253753
282,203.74168235348,5.4694300550791,790.788887591442
283,203.630247265386,5.3073936404188,791.062359094196
284,203.522172677453,5.15009854633118,791.327728776217
285,203.417356752887,4.99740954357985,791.585233703534
286,203.315700768891,4.84919505039753,791.835104180713
287,203.217109019907,4.70532704686131,792.077563933233
288,203.121488723961,4.56568099046388,792.312830285576
289,203.028749931979,4.43013573292286,792.541114335099
290,202.938805439991,4.29857343826515,792.762621121745
291,202.851570704125,4.17087950221765,792.977549793658
292,202.766963758301,4.04694247293102,793.186093768769
293,202.684905134527,3.92665397305854,793.388440892416
294,202.605317785724,3.80990862320816,793.584773591068
295,202.52812701099,3.69660396678172,793.775269022229
296,202.453260383221,3.586640396212,793.960099220568
297,202.380647679017,3.47992108060493,794.139431240379
298,202.310220810801,3.37635189479115,794.313427294409
299,202.241913761064,3.27584134978861,794.482244889148
300,202.175662518688,3.17830052467507,794.646036956638
301,202.111405017262,3.08364299986728,794.804951982872
302,202.049081075334,2.9917847918014,794.959134132865
303,201.988632338539,2.90264428900719,795.108723372455
304,201.930002223528,2.81614218956702,795.253855586906
305,201.873135863668,2.73220143994877,795.394662696384
306,201.817980056419,2.6507471752007,795.531272768381
307,201.764483212365,2.57170666049459,795.663810127141
308,201.712595305832,2.49500923400271,795.792395460166
309,201.662267827042,2.42058625109285,795.917145921866
310,201.613453735755,2.34837102982484,796.038175234421
311,201.566107416358,2.27829879773119,796.155593785912
312,201.520184634339,2.21030663986364,796.269508725799
313,201.475642494122,2.14433344808684,796.380024057792
314,201.432439398205,2.08031987159999,796.487240730196
315,201.390535007558,2.01820826866649,796.591256723776
316,201.34989020326,1.9579426595315,796.692167137209
317,201.310467049308,1.89946868050702,796.790064270186
318,201.272228756586,1.84273353920351,796.885037704211
319,201.235139647942,1.78768597088734,796.977174381172
320,201.199165124342,1.73427619594279,797.066558679716
321,201.16427163207,1.68245587841752,797.153272489513
322,201.130426630937,1.63217808563014,797.237395283434
323,201.097598563467,1.58339724881868,797.319004187716
324,201.065756825036,1.53606912480869,797.398174050157
325,201.034871734924,1.49015075867978,797.474977506397
326,201.004914508261,1.44560044740948,797.549485044331
327,200.975857228826,1.40237770447347,797.621765066701
328,200.947672822695,1.36044322538131,797.691883951925
329,200.92033503268,1.31975885412702,797.759906113194
330,200.893818393566,1.28028755053402,797.8258940559
331,200.8680982081,1.24199335847418,797.889908433427
332,200.843150523709,1.20484137494085,797.952008101351
333,200.818952109947,1.16879771995625,798.012250170098
334,200.795480436612,1.13382950729345,798.070690056096
335,200.772713652547,1.09990481599379,798.12738153146
336,200.75063056508,1.06699266266076,798.18237677226
337,200.729210620096,1.03506297451147,798.235726405393
338,200.708433882715,1.00408656316747,798.287479554119
339,200.688281018557,0.974035099166702,798.337683882277
340,200.668733275587,0.944881087178717,798.386385637235
341,200.649772466501,0.916597841905803,798.433629691594
342,200.631380951659,0.889159464652681,798.47945958369
343,200.613541622531,0.862540820547998,798.523917556922
344,200.59623788565,0.836717516401011,798.56704459795
345,200.579453647054,0.811665879177268,798.60888047377
346,200.563173297195,0.787362935077337,798.649463767729
347,200.547381696315,0.763786389203041,798.688831914483
348,200.532064160262,0.740914605795884,798.727021233943
349,200.517206446736,0.718726589032764,798.764066964232
350,200.502794741953,0.697201964364309,798.800003293684
351,200.488815647717,0.676320960381556,798.834863391902
352,200.475256168883,0.656064391196941,798.868679439921
353,200.462103701194,0.636413639325943,798.901482659481
354,200.449346019497,0.617350639055987,798.933303341448
355,200.436971266311,0.598857860289537,798.9641708734
356,200.424967940738,0.580918292848606,798.994113766415
357,200.413324887716,0.563515431228212,799.023159681057
358,200.402031287596,0.5466332597866,799.051335452619
359,200.391076646033,0.530256238360329,799.078667115608
360,200.380450784182,0.514369288292643,799.105179927526
361,200.370143829197,0.498957778863773,799.130898391941
362,200.360146205005,0.484007514112147,799.155846280884
363,200.350448623376,0.469504720035723,799.180046656589
364,200.341042075247,0.455436032162932,799.203521892591
365,200.331917822319,0.441788483482999,799.226293694199
366,200.323067388902,0.428549492725645,799.248383118374
367,200.314482554011,0.415706852980439,799.26981059301
368,200.306155343696,0.40324872064631,799.290595935659
369,200.298078023608,0.391163604701987,799.310758371691
370,200.290243091786,0.379440356288347,799.330316551926
371,200.282643271666,0.368068158593913,799.349288569741
372,200.275271505296,0.35703651703495,799.36769197767
373,200.268120946757,0.34633524972185,799.385543803522
374,200.261184955789,0.3359544782037,799.402860566008
375,200.254457091599,0.325884618483142,799.419658289918
376,200.247931106865,0.31611637229387,799.435952520843
377,200.24160094191,0.306640718633262,799.451758339457
378,200.235460719069,0.297448905542909,799.467090375389
379,200.229504737205,0.28853244212994,799.481962820666
380,200.223727466406,0.279883090822273,799.496389442773
381,200.218123542836,0.271492859851084,799.510383597314
382,200.212687763741,0.263353995953996,799.523958240306
383,200.207415082604,0.255458977292624,799.537125940104
384,200.202300604454,0.247800506578333,799.549898888969
385,200.197339581303,0.240371504400209,799.562288914297
386,200.192527407734,0.233165102749406,799.574307489518
387,200.187859616612,0.226174638734205,799.585965744655
388,200.183331874929,0.219393648480271,799.597274476592
389,200.178939979775,0.212815861210755,799.608244159016
390,200.174679854424,0.206435193501022,799.618884952076
391,200.170547544547,0.200245743702947,799.629206711752
392,200.166539214531,0.194241786533848,799.639218998937
393,200.162651143913,0.188417767825288,799.648931088263
394,200.15887972392,0.182768299427076,799.658351976655
395,200.155221454113,0.177288154261959,799.667490391626
396,200.151672939136,0.171972261526611,799.676354799339
397,200.148230885551,0.166815702034648,799.684953412415
398,200.144892098787,0.161813703697532,799.693294197517
399,200.14165348016,0.15696163713932,799.701384882702
400,200.138512024001,0.152255011441356,799.709232964559
401,200.135464814857,0.147689470013095,799.716845715131
402,200.132509024784,0.143260786585374,799.724230188632
403,200.129641910718,0.138964861322524,799.731393227961
404,200.126860811924,0.134797717049863,799.738341471027
405,200.124163147528,0.13075549559315,799.74508135688
406,200.121546414115,0.126834454226745,799.751619131659
407,200.119008183403,0.123030962227252,799.757960854371
408,200.11654609999,0.119341497529566,799.764112402482
409,200.11415787916,0.11576264348229,799.770079477359
410,200.111841304769,0.112291085699608,799.775867609533
411,200.109594227177,0.108923609006773,799.781482163818
412,200.107414561257,0.105657094476445,799.786928344268
413,200.105300284456,0.102488516553196,799.792211198992
414,200.103249434918,0.0994149402635952,799.79733562482
415,200.101260109659,0.0964335185093278,799.802306371833
416,200.099330462802,0.0935414894409138,799.807128047758
417,200.097458703862,0.0907361739096302,799.81180512223
418,200.09564309608,0.0880149729953315,799.816341930926
419,200.093881954818,0.0853753656079234,799.820742679576
420,200.092173645985,0.0828149061603074,799.825011447856
421,200.090516584527,0.0803312223106824,799.829152193164
422,200.08890923295,0.0779220127721494,799.83316875428
423,200.087350099896,0.0755850451876235,799.837064854918
424,200.085837738756,0.0733181540681195,799.840844107178
425,200.084370746328,0.0711192387925315,799.844510014881
426,200.082947761514,0.068986261667081,799.848065976821
427,200.081567464055,0.0669172460426667,799.851515289904
428,200.080228573307,0.0649102744883928,799.854861152206
429,200.078929847051,0.0629634870196125,799.858106665931
430,200.077670080341,0.0610750793788642,799.861254840282
431,200.076448104383,0.0592433013681305,799.86430859425
432,200.075262785452,0.0574664552308953,799.867270759319
433,200.074113023839,0.0557428940825175,799.87014408208
434,200.07299775283,0.0540710203874857,799.872931226785
435,200.071915937715,0.0524492844821593,799.875634777804
436,200.070866574832,0.0508761831416421,799.878257242028
437,200.069848690627,0.0493502581894769,799.880801051185
438,200.068861340758,0.0478700951488842,799.883268564095
439,200.067903609215,0.0464343219343111,799.885662068852
440,200.066974607471,0.0450416075820868,799.887983784949
441,200.066073473655,0.043690661019023,799.890235865328
442,200.065199371755,0.0423802298678263,799.892420398379
443,200.064351490841,0.0411090992882277,799.894539409872
444,200.063529044312,0.0398760908527635,799.896594864837
445,200.062731269166,0.0386800614561749,799.898588669379
446,200.061957425292,0.0375199022574243,799.900522672452
447,200.061206794783,0.0363945376533557,799.902398667565
448,200.060478681271,0.0353029242830548,799.904218394448
449,200.059772409278,0.0342440500619937,799.905983540662
450,200.059087323592,0.0332169332450714,799.907695743165
451,200.058422788657,0.0322206215176876,799.909356589827
452,200.057778187985,0.0312541911140131,799.910967620903
